question_number,question,answer
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Не
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Не
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Нема одговор
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Не
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
16,Дали би вложиле во техничко оспособување на вашиот персонал да ракува со отворени податоци?,Да
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Да
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Не сум размислувал на таа тема
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,"Бидејќи нема поле за коментари, го користам ова: последното прашање е нејасно формулирано, односно таков термин не постои во методолошка смисла; дали се мисли на истражување за репродуктивно здравје (истражувачка област) или репродуцибилно истражување/репродуцибилност на истражувањето (методолошка карактеристика/индикатор за квалитет на методологијата и податоците)?"
17,Што сметате дека ви е потребно за целосно отворање на податоците?,време
17,Што сметате дека ви е потребно за целосно отворање на податоците?,дозвола од донаторите
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Подобра информираност
17,Што сметате дека ви е потребно за целосно отворање на податоците?,транспарентност
17,Што сметате дека ви е потребно за целосно отворање на податоците?,доразвивање на интерни политики за отворени податоци и автоматизирање на процесот
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Не знам
17,Што сметате дека ви е потребно за целосно отворање на податоците?,/
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,во  моментот немаме потреба
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,"Волја, ресурси и знаење на оние каде се наоѓаат податоците."
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Поголема промоција на web страницата
17,Што сметате дека ви е потребно за целосно отворање на податоците?,обуки и едукација
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Не го разбирам прашањето
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Човечки ресурси
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Волја на менаџментот - ништо друго.
17,Што сметате дека ви е потребно за целосно отворање на податоците?,"Изложеност на теорија и пракса од полето, обука за вработени, софтвер? ..пред се обука и знаење за сите што прават истражувања за методологија!"
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Да
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
17,Што сметате дека ви е потребно за целосно отворање на податоците?,Нема одговор
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Да
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Нема одговор
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
18,"Дали се случило некоја друга невладина организација да ви побара сирови податоци за користење (на пример, прашалници, ексел табели итн)?",Не
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Не
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Не
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
19,Доколку се случи во иднина некоја друга невладина организација да ви побара сирови податоци за користење дали би ги споделиле?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
20,Дали сте запознаени со терминот репродуктивно истражување?,Не
20,Дали сте запознаени со терминот репродуктивно истражување?,Да
